Sample,,Probe target info,Height,Area,Intra ratio,Pre ratio,Final ratio,Stdev,RefPop,SamPop,d(nt),Width
179B,[18q (n=2)].[SMAD4-12],18-046.858705,0,0,0,0,0,0,<<<,<<<,0,0
179B,[19p (n=4)].[STK11-1],19-001.157954,1126,13141,1.01,0.97,1,0.11,Equal,Equal,0.5,56
179B,[19p (n=4)].[STK11-3],19-001.170331,736,10225,0.96,0.92,0.96,0.1,Equal,Equal,0.91,53
179B,[19p (n=4)].[FKBP8-9],19-018.503959,722,12728,0.98,0.95,0.98,0.1,Equal,Equal,1.11,69
179B,[19p (n=4)].[FKBP8-4],19-018.511130,896,11743,0.93,0.9,0.93,0.1,Equal,Equal,1.15,59
179B,[22q (n=2)].[SMARCB1-1],22-022.459352,729,14846,1.03,1,1.03,0.14,Equal,Equal,1.15,53
179B,[22q (n=2)].[SMARCB1-9],22-022.506421,950,12396,1.03,0.98,1.03,0.1,Equal,Equal,-0.05,64
179B,[Xq (n=2)].[AMER1-2],X-063.326842,0,0,0,0,0,0,<<<,<<<,0,0
179B,[Xq (n=2)].[AMER1-1],X-063.342134,726,7487,0.83,0.79,0.82,0.15,Equal,Equal,-0.28,34
179B,[References (n=12)].[PEX13*],02-061.126370,441,17040,0.92,0.93,0.91,0.11,Equal,Equal,-1.33,93
179B,[References (n=12)].[COL3A1*],02-189.557818,1502,19351,1.03,1,1.04,0.11,Equal,Equal,1.03,60
179B,[References (n=12)].[WHSC1*],04-001.902193,0,0,0,0,0,0,<<<,<<<,0,0
179B,[References (n=12)].[KLKB1*],04-187.390323,1709,18756,1.08,1.03,1.08,0.14,Equal,Equal,0.79,53
179B,[References (n=12)].[IL4*],05-132.037607,1650,14742,0.92,0.87,0.92,0.13,Equal,Equal,0.26,39
179B,[References (n=12)].[EYS*],06-065.588251,1011,19380,1.19,1.17,1.2,0.19,Equal,Equal,1.27,63
179B,[References (n=12)].[SEC63*],06-108.321498,729,17240,1.05,1.05,1.04,0.12,Equal,Equal,-0.8,73
179B,[References (n=12)].[MTMR2*],11-095.238425,755,12578,1,0.97,1,0.11,Equal,Equal,1.99,54
179B,[References (n=12)].[MYH7*],14-022.972596,1416,14648,0.95,0.91,0.95,0.1,Equal,Equal,0.76,50
179B,[References (n=12)].[SPG11*],15-042.653071,536,12443,0.9,0.9,0.9,0.11,Equal,Equal,-1.84,63
179B,[References (n=12)].[PLCG2*],16-080.537323,781,15699,1,0.99,1,0.09,Equal,Equal,-0.15,68
179B,[References (n=12)].[KCNJ6*],21-037.919589,1297,18312,1.28,1.21,1.3,0.33,Ambiguous,Increased1StdDevAboveArbitraryBorder,0.13,90
179C,[01p (n=5)].[DVL1-1],01-001.274237,1180,8927,0.81,0.79,0.78,0.16,Equal,Equal,0.03,43
179C,[01p (n=5)].[PRDM16-3],01-003.150503,729,9272,0.8,0.86,0.79,0.16,Equal,Equal,-0.15,56
179C,[01p (n=5)].[CHD5-2],01-006.150830,830,10984,1.05,1.14,1.03,0.28,Equal,Equal,-0.06,49
179C,[01p (n=5)].[CAMTA1-18],01-007.727575,1674,16249,1.01,1.06,0.99,0.14,Equal,Equal,0.05,48
179C,[01p (n=5)].[KIF1B-2],01-010.214967,2119,16099,1.03,1.01,1.01,0.16,Equal,Equal,0.01,36
179C,[03p (n=4)].[VHL-1],03-010.158544,1598,15737,0.9,0.91,0.88,0.18,Equal,Equal,-0.03,40
179C,[03p (n=4)].[VHL-2],03-010.163233,1657,19386,1.26,1.33,1.24,0.17,Equal,Equal,-0.02,62
179C,[03p (n=4)].[FHIT-7],03-059.972109,1377,13817,1.11,1.14,1.1,0.18,Equal,Equal,0.02,55
179C,[03p (n=4)].[FHIT-4],03-060.782680,1628,17079,1.18,1.23,1.16,0.21,Equal,Equal,0.04,52
179C,[05q (n=2)].[APC-12],05-112.182873,1185,10706,0.98,1.01,0.97,0.13,Equal,Equal,0.05,52
179C,[05q (n=2)].[APC-18],05-112.206814,879,10838,1.05,1.13,1,1,Equal,Equal,-0.21,51
179C,[09p (n=3)].[CDKN2A-4],09-021.958641,2013,22663,1.07,1.07,1.05,0.18,Equal,Equal,-0.14,81
179C,[09p (n=3)].[CDKN2A-3],09-021.961213,1494,11421,0.84,0.82,0.82,0.11,Equal,Equal,0.04,46
179C,[09p (n=3)].[CDKN2B-1],09-021.998809,1097,14293,0.85,0.91,0.83,1,Equal,Equal,-0.18,64
179C,[09q (n=4)].[PTCH1-20],09-097.258441,1812,16018,0.89,0.89,0.88,0.11,Equal,Equal,0.02,64
179C,[09q (n=4)].[PTCH1-5],09-097.284232,1393,13664,1.11,1.14,1.09,0.14,Equal,Equal,0.09,44
179C,[09q (n=4)].[TSC1-18],09-134.767854,2118,20702,0.92,0.96,0.9,1,Equal,Equal,0.08,59
179C,[09q (n=4)].[TSC1-1],09-134.809748,1672,16561,0.9,0.91,0.88,0.15,Equal,Equal,-0.06,76
179C,[10q (n=3)].[PTEN-4],10-089.680713,942,10530,0.72,0.75,0.7,0.11,Equal,Equal,0.04,51
179C,[10q (n=3)].[PTEN-5],10-089.682864,1106,12770,0.7,0.73,0.68,0.1,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.06,56
179C,[10q (n=3)].[PTEN-8],10-089.710865,1098,13128,0.89,0.94,0.86,0.16,Equal,Equal,-0.06,63
179C,[11p (n=2)].[WT1-11],11-032.366613,1496,19319,1.21,1.3,1.17,0.24,Equal,Equal,-0.05,61
179C,[11p (n=2)].[WT1-1],11-032.413841,1164,11405,0.76,0.77,0.75,0.13,Equal,Equal,-0.08,68
179C,[13q (n=6)].[BRCA2-3],13-031.791351,1983,15376,1.02,1.01,1,0.15,Equal,Equal,0,49
179C,[13q (n=6)].[BRCA2-9],13-031.803112,2294,20402,1.01,1.02,1,0.15,Equal,Equal,0.03,60
179C,[13q (n=6)].[RB1-3],13-047.814761,1670,21645,1.16,1.26,1.13,0.15,Equal,Equal,-0.05,54
179C,[13q (n=6)].[RB1-25],13-047.948892,2453,25680,1.19,1.25,1.16,0.16,Equal,Equal,0.05,78
179C,[13q (n=6)].[MIR15A-1],13-049.521254,3523,27065,1.07,1.05,1.05,0.14,Equal,Equal,0.06,54
179C,[13q (n=6)].[DLEU1-2],13-049.576833,2579,20172,1.23,1.21,1.22,0.21,Equal,Equal,0.08,60
179C,[16p (n=3)].[TSC2-1],16-002.038612,1669,12200,1.06,1.04,1.04,0.15,Equal,Equal,0.06,57
179C,[16p (n=3)].[TSC2-25],16-002.067648,857,10021,0.95,0.99,0.94,0.14,Equal,Equal,0.01,55
179C,[16p (n=3)].[TSC2-38],16-002.076651,1320,11685,0.82,0.82,0.8,0.13,Equal,Equal,-0.05,54
179C,[17p (n=3)].[TP53-10],17-007.514677,936,12237,0.87,0.94,0.83,1,Equal,Equal,-0.12,46
179C,[17p (n=3)].[TP53-4b],17-007.519217,1662,17770,0.92,0.93,0.9,0.12,Equal,Equal,-0.12,53
179C,[17p (n=3)].[TP53-1],17-007.531504,1856,18878,0.93,0.96,0.92,0.14,Equal,Equal,0.04,53
179C,[17q (n=5)].[NF1-18],17-026.577746,1104,13830,1.05,1.12,1.03,0.13,Equal,Equal,-0.14,65
179C,[17q (n=5)].[NF1-39],17-026.681489,2070,18535,0.99,1,0.98,0.12,Equal,Equal,0.01,60
179C,[17q (n=5)].[BRCA1-24],17-038.450829,1526,19305,1.05,1.11,1.03,0.13,Equal,Equal,-0.09,59
179C,[17q (n=5)].[BRCA1-15],17-038.479889,2149,23133,0.97,1.01,0.96,0.13,Equal,Equal,0.06,65
179C,[17q (n=5)].[BRCA1-6],17-038.510430,1484,12894,1.02,1.02,1.01,0.15,Equal,Equal,-0.04,49
179C,[18q (n=2)].[SMAD4-4],18-046.829678,1942,21416,1.19,1.24,1.17,0.17,Equal,Equal,0.07,55
179C,[18q (n=2)].[SMAD4-12],18-046.858705,1465,19083,1.05,1.12,1,1,Equal,Equal,-0.1,69
179C,[19p (n=4)].[STK11-1],19-001.157954,1528,12641,0.94,0.94,0.92,0.14,Equal,Equal,-0.04,49
179C,[19p (n=4)].[STK11-3],19-001.170331,1047,9458,0.86,0.87,0.85,0.13,Equal,Equal,-0.02,54
179C,[19p (n=4)].[FKBP8-9],19-018.503959,1118,11231,0.83,0.85,0.82,0.13,Equal,Equal,0,60
179C,[19p (n=4)].[FKBP8-4],19-018.511130,1333,11620,0.9,0.9,0.88,0.14,Equal,Equal,0,48
179C,[22q (n=2)].[SMARCB1-1],22-022.459352,1392,14417,0.96,0.99,0.94,0.17,Equal,Equal,0.02,58
179C,[22q (n=2)].[SMARCB1-9],22-022.506421,1174,9402,0.76,0.76,0.75,0.1,Equal,Equal,0.01,40
179C,[Xq (n=2)].[AMER1-2],X-063.326842,429,4774,1.06,1.14,1,1,Equal,Equal,-0.1,40
179C,[Xq (n=2)].[AMER1-1],X-063.342134,1169,8815,0.96,0.94,0.94,0.22,Equal,Equal,-0.03,41
179C,[References (n=12)].[PEX13*],02-061.126370,1836,24198,1.23,1.33,1.19,0.2,Equal,Equal,0,90
179C,[References (n=12)].[COL3A1*],02-189.557818,2309,19416,1.01,1.01,0.99,0.13,Equal,Equal,0,50
179C,[References (n=12)].[WHSC1*],04-001.902193,1200,15764,0.94,1.01,0.9,1,Equal,Equal,-0.14,77
179C,[References (n=12)].[KLKB1*],04-187.390323,2958,23469,1.31,1.31,1.29,0.17,Equal,Equal,-0.02,48
179C,[References (n=12)].[IL4*],05-132.037607,2756,20068,1.23,1.2,1.21,0.21,Equal,Equal,0.03,47
179C,[References (n=12)].[EYS*],06-065.588251,1666,17959,1.05,1.09,1.03,0.16,Equal,Equal,0.06,56
179C,[References (n=12)].[SEC63*],06-108.321498,1248,15577,0.89,0.96,0.87,0.11,Equal,Equal,-0.12,65
179C,[References (n=12)].[MTMR2*],11-095.238425,1437,13009,0.99,1.01,0.98,0.15,Equal,Equal,0.07,49
179C,[References (n=12)].[MYH7*],14-022.972596,1764,13552,0.86,0.85,0.85,0.12,Equal,Equal,-0.01,48
179C,[References (n=12)].[SPG11*],15-042.653071,1319,16513,1.14,1.21,1.12,0.19,Equal,Equal,-0.14,47
179C,[References (n=12)].[PLCG2*],16-080.537323,1327,15773,0.96,1,0.94,0.13,Equal,Equal,-0.06,57
179C,[References (n=12)].[KCNJ6*],21-037.919589,1503,11854,0.82,0.79,0.81,0.18,Equal,Equal,-0.03,47
179D,[01p (n=5)].[DVL1-1],01-001.274237,900,11219,1.13,1.13,1.18,0.26,Equal,Equal,-0.02,60
179D,[01p (n=5)].[PRDM16-3],01-003.150503,437,11154,1.19,1.17,1.28,0.29,Equal,Equal,-0.85,73
179D,[01p (n=5)].[CHD5-2],01-006.150830,401,10277,1.22,1.2,1.31,0.38,Ambiguous,Ambiguous,-0.5,67
179D,[01p (n=5)].[CAMTA1-18],01-007.727575,744,14492,1.09,1.07,1.16,0.18,Equal,Equal,-0.05,79
179D,[01p (n=5)].[KIF1B-2],01-010.214967,1260,13915,1,0.99,1.06,0.17,Equal,Equal,0.18,44
179D,[03p (n=4)].[VHL-1],03-010.158544,861,17262,1.15,1.14,1.22,0.26,Equal,Equal,0.36,53
179D,[03p (n=4)].[VHL-2],03-010.163233,704,16828,1.33,1.31,1.41,0.21,Increased1StdDevAboveArbitraryBorder,Increased1StdDevAboveArbitraryBorder,-0.26,79
179D,[03p (n=4)].[FHIT-7],03-059.972109,690,13708,1.3,1.29,1.39,0.23,Increased1StdDevAboveArbitraryBorder,Ambiguous,0.52,74
179D,[03p (n=4)].[FHIT-4],03-060.782680,797,15507,1.29,1.27,1.36,0.23,Ambiguous,Ambiguous,0.49,67
179D,[05q (n=2)].[APC-12],05-112.182873,567,9658,1.04,1.03,1.11,0.16,Equal,Equal,0.98,72
179D,[05q (n=2)].[APC-18],05-112.206814,391,9273,1.14,1.13,1.16,1,Equal,Equal,-1.04,74
179D,[09p (n=3)].[CDKN2A-4],09-021.958641,892,17032,0.92,0.91,0.98,0.18,Equal,Equal,-0.47,77
179D,[09p (n=3)].[CDKN2A-3],09-021.961213,979,11659,0.96,0.95,1.02,0.15,Equal,Equal,0.13,52
179D,[09p (n=3)].[CDKN2B-1],09-021.998809,516,13151,0.99,0.97,1.03,1,Equal,Equal,-1.31,66
179D,[09q (n=4)].[PTCH1-20],09-097.258441,828,13437,0.85,0.85,0.91,0.12,Equal,Equal,-0.1,53
179D,[09q (n=4)].[PTCH1-5],09-097.284232,642,11404,1.09,1.08,1.16,0.16,Equal,Equal,0.91,81
179D,[09q (n=4)].[TSC1-18],09-134.767854,1324,18975,1.03,1.02,1.08,1,Equal,Equal,1.09,65
179D,[09q (n=4)].[TSC1-1],09-134.809748,946,16285,1.02,1.01,1.09,0.2,Equal,Equal,0.47,62
179D,[10q (n=3)].[PTEN-4],10-089.680713,400,8660,0.71,0.7,0.75,0.11,Equal,Equal,0.22,61
179D,[10q (n=3)].[PTEN-5],10-089.682864,488,10667,0.71,0.7,0.75,0.1,Equal,Equal,-0.23,74
179D,[10q (n=3)].[PTEN-8],10-089.710865,351,8595,0.71,0.7,0.74,0.14,Equal,Equal,-0.68,66
179D,[11p (n=2)].[WT1-11],11-032.366613,582,14182,1.1,1.08,1.16,0.26,Equal,Equal,-0.75,68
179D,[11p (n=2)].[WT1-1],11-032.413841,687,11533,0.89,0.88,0.95,0.18,Equal,Equal,0.33,67
179D,[13q (n=6)].[BRCA2-3],13-031.791351,968,11666,0.88,0.87,0.93,0.14,Equal,Equal,0.33,40
179D,[13q (n=6)].[BRCA2-9],13-031.803112,1114,17515,1.01,1,1.07,0.16,Equal,Equal,0.55,72
179D,[13q (n=6)].[RB1-3],13-047.814761,750,17000,1.14,1.12,1.2,0.17,Equal,Equal,-0.4,87
179D,[13q (n=6)].[RB1-25],13-047.948892,841,19182,1.08,1.06,1.14,0.17,Equal,Equal,-0.05,83
179D,[13q (n=6)].[MIR15A-1],13-049.521254,1698,19286,0.86,0.85,0.91,0.12,Equal,Equal,0.44,58
179D,[13q (n=6)].[DLEU1-2],13-049.576833,1478,14831,1.01,1.01,1.08,0.19,Equal,Equal,0.42,57
179D,[16p (n=3)].[TSC2-1],16-002.038612,1195,12613,1.22,1.22,1.29,0.21,Equal,Equal,0.34,68
179D,[16p (n=3)].[TSC2-25],16-002.067648,558,12964,1.48,1.46,1.58,0.25,Increased1StdDevAboveArbitraryBorder,Increased1StdDevAboveArbitraryBorder,-0.38,76
179D,[16p (n=3)].[TSC2-38],16-002.076651,758,12892,1.03,1.02,1.09,0.18,Equal,Equal,-0.39,47
179D,[17p (n=3)].[TP53-10],17-007.514677,466,12495,1.14,1.12,1.16,1,Equal,Equal,-1.06,75
179D,[17p (n=3)].[TP53-4b],17-007.519217,757,16598,1,0.99,1.06,0.16,Equal,Equal,-0.11,52
179D,[17p (n=3)].[TP53-1],17-007.531504,863,16833,0.99,0.98,1.05,0.16,Equal,Equal,0.66,69
179D,[17q (n=5)].[NF1-18],17-026.577746,489,10893,1.02,1,1.07,0.14,Equal,Equal,-0.95,68
179D,[17q (n=5)].[NF1-39],17-026.681489,903,14056,0.87,0.86,0.93,0.12,Equal,Equal,0.52,60
179D,[17q (n=5)].[BRCA1-24],17-038.450829,593,16132,1.06,1.05,1.13,0.16,Equal,Equal,-0.91,77
179D,[17q (n=5)].[BRCA1-15],17-038.479889,944,20726,1.04,1.03,1.11,0.15,Equal,Equal,0.6,77
179D,[17q (n=5)].[BRCA1-6],17-038.510430,695,10453,0.95,0.94,1.01,0.15,Equal,Equal,0.17,58
179D,[18q (n=2)].[SMAD4-4],18-046.829678,673,14759,0.99,0.97,1.05,0.15,Equal,Equal,0.4,65
179D,[18q (n=2)].[SMAD4-12],18-046.858705,525,14644,1.01,1,1.04,1,Equal,Equal,-1.11,83
179D,[19p (n=4)].[STK11-1],19-001.157954,843,11879,1.01,1,1.07,0.17,Equal,Equal,0.21,59
179D,[19p (n=4)].[STK11-3],19-001.170331,724,10784,1.13,1.12,1.2,0.2,Equal,Equal,0.35,54
179D,[19p (n=4)].[FKBP8-9],19-018.503959,676,11729,1.01,1,1.08,0.18,Equal,Equal,0.48,66
179D,[19p (n=4)].[FKBP8-4],19-018.511130,892,12847,1.14,1.13,1.21,0.21,Equal,Equal,0.49,63
179D,[22q (n=2)].[SMARCB1-1],22-022.459352,701,14426,1.13,1.12,1.21,0.23,Equal,Equal,0.35,71
179D,[22q (n=2)].[SMARCB1-9],22-022.506421,861,12117,1.11,1.11,1.18,0.16,Equal,Equal,0.06,56
179D,[Xq (n=2)].[AMER1-2],X-063.326842,216,4379,1.24,1.22,1.25,1,Equal,Equal,-0.24,53
179D,[Xq (n=2)].[AMER1-1],X-063.342134,688,8609,1.04,1.04,1.1,0.28,Equal,Equal,-0.15,45
179D,[References (n=12)].[PEX13*],02-061.126370,583,16820,1.07,1.05,1.12,0.21,Equal,Equal,-0.24,100
179D,[References (n=12)].[COL3A1*],02-189.557818,1009,15034,0.9,0.89,0.95,0.13,Equal,Equal,0.34,65
179D,[References (n=12)].[WHSC1*],04-001.902193,529,14304,1.08,1.06,1.11,1,Equal,Equal,-1.04,81
179D,[References (n=12)].[KLKB1*],04-187.390323,1372,17651,1.13,1.12,1.2,0.16,Equal,Equal,0.32,59
179D,[References (n=12)].[IL4*],05-132.037607,1503,15623,1.06,1.06,1.13,0.22,Equal,Equal,0.09,66
179D,[References (n=12)].[EYS*],06-065.588251,735,14468,1.02,1,1.08,0.16,Equal,Equal,0.43,69
179D,[References (n=12)].[SEC63*],06-108.321498,384,9373,0.66,0.65,0.7,0.09,Decreased2StdDev,Equal,-0.62,67
179D,[References (n=12)].[MTMR2*],11-095.238425,627,9807,0.88,0.87,0.93,0.16,Equal,Equal,0.89,54
179D,[References (n=12)].[MYH7*],14-022.972596,1171,13690,0.98,0.98,1.04,0.17,Equal,Equal,0.37,64
179D,[References (n=12)].[SPG11*],15-042.653071,508,12423,1.04,1.03,1.11,0.21,Equal,Equal,-0.96,69
179D,[References (n=12)].[PLCG2*],16-080.537323,466,10900,0.8,0.79,0.85,0.12,Equal,Equal,-0.52,74
179D,[References (n=12)].[KCNJ6*],21-037.919589,1081,11753,0.9,0.9,0.96,0.21,Equal,Equal,-0.02,51
179E,[01p (n=5)].[DVL1-1],01-001.274237,453,6206,0.66,0.6,0.63,0.17,Decreased1StdDevBelowArbitraryBorder,Ambiguous,0.06,48
179E,[01p (n=5)].[PRDM16-3],01-003.150503,414,7455,0.63,0.75,0.61,0.16,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-1.08,57
179E,[01p (n=5)].[CHD5-2],01-006.150830,341,8978,0.83,1.01,0.8,0.24,Equal,Equal,-0.57,60
179E,[01p (n=5)].[CAMTA1-18],01-007.727575,910,14402,0.91,1.02,0.88,0.19,Equal,Equal,-0.04,79
179E,[01p (n=5)].[KIF1B-2],01-010.214967,1194,15962,1.17,1.09,1.13,0.26,Equal,Equal,0.48,41
179E,[03p (n=4)].[VHL-1],03-010.158544,689,11093,0.68,0.7,0.66,0.19,Decreased1StdDevBelowArbitraryBorder,Ambiguous,0.64,42
179E,[03p (n=4)].[VHL-2],03-010.163233,994,17238,1.13,1.28,1.09,0.24,Equal,Equal,0.2,64
179E,[03p (n=4)].[FHIT-7],03-059.972109,1144,20545,1.77,1.85,1.72,0.42,Increased1StdDevAboveArbitraryBorder,Ambiguous,0.98,84
179E,[03p (n=4)].[FHIT-4],03-060.782680,1300,22410,1.62,1.76,1.57,0.4,Ambiguous,Ambiguous,1.14,70
179E,[05q (n=2)].[APC-12],05-112.182873,637,9983,0.97,1.02,0.94,0.21,Equal,Equal,1.25,65
179E,[05q (n=2)].[APC-18],05-112.206814,648,12906,1.26,1.48,1.2,1,Equal,Equal,-1.57,58
179E,[09p (n=3)].[CDKN2A-4],09-021.958641,537,11278,0.59,0.58,0.57,0.13,Decreased2StdDevBelowArbitraryBorder,Ambiguous,-1.19,54
179E,[09p (n=3)].[CDKN2A-3],09-021.961213,697,8521,0.72,0.67,0.7,0.15,Equal,Equal,0.32,51
179E,[09p (n=3)].[CDKN2B-1],09-021.998809,435,10331,0.63,0.73,0.62,1,Ambiguous,Ambiguous,-1.7,69
179E,[09q (n=4)].[PTCH1-20],09-097.258441,516,9244,0.58,0.56,0.56,0.12,Decreased2StdDevBelowArbitraryBorder,Ambiguous,-0.24,52
179E,[09q (n=4)].[PTCH1-5],09-097.284232,951,15722,1.35,1.43,1.31,0.3,Ambiguous,Ambiguous,1.31,64
179E,[09q (n=4)].[TSC1-18],09-134.767854,1378,17067,0.81,0.87,0.8,1,Equal,Equal,1.73,49
179E,[09q (n=4)].[TSC1-1],09-134.809748,677,11907,0.7,0.71,0.68,0.17,Decreased1StdDevBelowArbitraryBorder,Ambiguous,0.79,66
179E,[10q (n=3)].[PTEN-4],10-089.680713,782,14602,1.03,1.13,0.99,0.24,Equal,Equal,0.71,61
179E,[10q (n=3)].[PTEN-5],10-089.682864,872,16985,0.95,1.06,0.92,0.21,Equal,Equal,0.29,70
179E,[10q (n=3)].[PTEN-8],10-089.710865,669,15598,1.06,1.21,1.01,0.25,Equal,Equal,-0.48,79
179E,[11p (n=2)].[WT1-11],11-032.366613,952,20508,1.24,1.5,1.18,0.3,Equal,Equal,-0.99,76
179E,[11p (n=2)].[WT1-1],11-032.413841,397,7049,0.51,0.52,0.5,0.13,Decreased2StdDevBelowArbitraryBorder,Ambiguous,0.74,61
179E,[13q (n=6)].[BRCA2-3],13-031.791351,1156,13785,1.03,0.99,1,0.23,Equal,Equal,0.7,42
179E,[13q (n=6)].[BRCA2-9],13-031.803112,1286,20599,1.13,1.12,1.09,0.25,Equal,Equal,0.9,84
179E,[13q (n=6)].[RB1-3],13-047.814761,1334,26029,1.36,1.64,1.29,0.28,Equal,Equal,-0.52,73
179E,[13q (n=6)].[RB1-25],13-047.948892,1460,26984,1.26,1.43,1.21,0.26,Equal,Equal,0.02,82
179E,[13q (n=6)].[MIR15A-1],13-049.521254,2183,27848,1.26,1.18,1.22,0.27,Equal,Equal,0.75,54
179E,[13q (n=6)].[DLEU1-2],13-049.576833,1706,19823,1.4,1.29,1.36,0.33,Ambiguous,Ambiguous,0.84,65
179E,[16p (n=3)].[TSC2-1],16-002.038612,953,10967,1.11,1.02,1.07,0.24,Equal,Equal,0.64,57
179E,[16p (n=3)].[TSC2-25],16-002.067648,370,6493,0.63,0.7,0.62,0.15,Decreased1StdDevBelowArbitraryBorder,Ambiguous,0.04,63
179E,[16p (n=3)].[TSC2-38],16-002.076651,286,5346,0.43,0.41,0.41,0.11,Decreased2StdDevBelowArbitraryBorder,Ambiguous,-0.87,45
179E,[17p (n=3)].[TP53-10],17-007.514677,438,10269,0.73,0.87,0.71,1,Equal,Equal,-1.5,67
179E,[17p (n=3)].[TP53-4b],17-007.519217,668,12588,0.7,0.72,0.68,0.15,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.34,47
179E,[17p (n=3)].[TP53-1],17-007.531504,964,15281,0.8,0.85,0.78,0.19,Equal,Equal,1.12,72
179E,[17q (n=5)].[NF1-18],17-026.577746,645,13099,0.99,1.15,0.95,0.21,Equal,Equal,-0.81,74
179E,[17q (n=5)].[NF1-39],17-026.681489,1361,22224,1.31,1.31,1.27,0.28,Equal,Equal,0.86,81
179E,[17q (n=5)].[BRCA1-24],17-038.450829,1183,21662,1.2,1.35,1.16,0.25,Equal,Equal,-0.6,73
179E,[17q (n=5)].[BRCA1-15],17-038.479889,1292,24411,1.08,1.16,1.05,0.24,Equal,Equal,1.22,76
179E,[17q (n=5)].[BRCA1-6],17-038.510430,896,14349,1.27,1.24,1.24,0.29,Equal,Equal,0.19,53
179E,[18q (n=2)].[SMAD4-4],18-046.829678,1326,22681,1.31,1.43,1.27,0.3,Equal,Equal,0.86,74
179E,[18q (n=2)].[SMAD4-12],18-046.858705,776,18985,1.05,1.23,1.01,1,Equal,Equal,-1.82,85
179E,[19p (n=4)].[STK11-1],19-001.157954,491,7355,0.62,0.6,0.6,0.14,Decreased1StdDevBelowArbitraryBorder,Ambiguous,0.28,46
179E,[19p (n=4)].[STK11-3],19-001.170331,398,6444,0.65,0.64,0.63,0.15,Decreased1StdDevBelowArbitraryBorder,Ambiguous,0.54,46
179E,[19p (n=4)].[FKBP8-9],19-018.503959,463,8097,0.65,0.66,0.63,0.15,Decreased1StdDevBelowArbitraryBorder,Ambiguous,0.8,63
179E,[19p (n=4)].[FKBP8-4],19-018.511130,541,7827,0.67,0.66,0.64,0.15,Decreased1StdDevBelowArbitraryBorder,Ambiguous,0.83,52
179E,[22q (n=2)].[SMARCB1-1],22-022.459352,726,9868,0.69,0.74,0.67,0.18,Decreased1StdDevBelowArbitraryBorder,Ambiguous,0.87,49
179E,[22q (n=2)].[SMARCB1-9],22-022.506421,434,6633,0.61,0.58,0.59,0.13,Decreased2StdDevBelowArbitraryBorder,Ambiguous,-0.14,49
179E,[Xq (n=2)].[AMER1-2],X-063.326842,0,0,0,0,0,0,<<<,<<<,0,0
179E,[Xq (n=2)].[AMER1-1],X-063.342134,347,5530,0.71,0.64,0.67,0.19,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.43,65
179E,[References (n=12)].[PEX13*],02-061.126370,690,25895,1.26,1.55,1.2,0.28,Equal,Equal,-0.57,123
179E,[References (n=12)].[COL3A1*],02-189.557818,1261,18608,1.07,1.06,1.04,0.23,Equal,Equal,0.61,59
179E,[References (n=12)].[WHSC1*],04-001.902193,528,13941,0.83,0.98,0.8,1,Equal,Equal,-1.45,80
179E,[References (n=12)].[KLKB1*],04-187.390323,1548,23574,1.49,1.43,1.45,0.32,Increased1StdDevAboveArbitraryBorder,Ambiguous,0.61,61
179E,[References (n=12)].[IL4*],05-132.037607,1470,17577,1.27,1.14,1.22,0.29,Equal,Equal,0.17,47
179E,[References (n=12)].[EYS*],06-065.588251,1232,21557,1.31,1.43,1.27,0.31,Equal,Equal,1,77
179E,[References (n=12)].[SEC63*],06-108.321498,816,15682,0.89,1.05,0.85,0.18,Equal,Equal,-0.34,79
179E,[References (n=12)].[MTMR2*],11-095.238425,947,14067,1.16,1.19,1.12,0.27,Equal,Equal,1.52,80
179E,[References (n=12)].[MYH7*],14-022.972596,645,9200,0.67,0.63,0.65,0.14,Decreased1StdDevBelowArbitraryBorder,Ambiguous,0.54,51
179E,[References (n=12)].[SPG11*],15-042.653071,557,10896,0.75,0.87,0.72,0.17,Equal,Equal,-1.07,60
179E,[References (n=12)].[PLCG2*],16-080.537323,874,14424,0.9,1,0.87,0.19,Equal,Equal,-0.27,60
179E,[References (n=12)].[KCNJ6*],21-037.919589,891,11454,0.94,0.84,0.91,0.26,Equal,Equal,0.11,66
179G,[01p (n=5)].[DVL1-1],01-001.274237,1452,10493,0.91,0.94,0.91,0.2,Equal,Equal,-0.02,43
179G,[01p (n=5)].[PRDM16-3],01-003.150503,896,9530,0.9,0.9,0.92,0.2,Equal,Equal,0.06,51
179G,[01p (n=5)].[CHD5-2],01-006.150830,1050,11591,1.23,1.22,1.25,0.34,Equal,Equal,0.04,58
179G,[01p (n=5)].[CAMTA1-18],01-007.727575,1772,15712,1.04,1.04,1.05,0.16,Equal,Equal,0.01,47
179G,[01p (n=5)].[KIF1B-2],01-010.214967,2606,17964,1.11,1.15,1.13,0.19,Equal,Equal,-0.05,38
179G,[03p (n=4)].[VHL-1],03-010.158544,1679,14059,0.82,0.83,0.83,0.18,Equal,Equal,-0.07,43
179G,[03p (n=4)].[VHL-2],03-010.163233,1713,16175,1.13,1.13,1.13,0.17,Equal,Equal,-0.01,47
179G,[03p (n=4)].[FHIT-7],03-059.972109,1810,15409,1.28,1.3,1.29,0.23,Equal,Equal,-0.15,67
